Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
TH2,NO2,01/01/2018 09:30,28.70000,ug m-3,R
TH2,NO2,01/01/2018 09:45,28.70000,ug m-3,R
TH2,NO2,01/01/2018 10:00,33.80000,ug m-3,R
TH2,NO2,01/01/2018 10:15,33.80000,ug m-3,R
TH2,NO2,01/01/2018 10:30,33.80000,ug m-3,R
TH2,NO2,01/01/2018 10:45,33.80000,ug m-3,R
TH2,NO2,01/01/2018 11:00,40.80000,ug m-3,R
TH2,NO2,01/01/2018 11:15,40.80000,ug m-3,R
TH2,NO2,01/01/2018 11:30,40.80000,ug m-3,R
TH2,NO2,01/01/2018 11:45,40.80000,ug m-3,R
TH2,NO2,01/01/2018 12:00,38.10000,ug m-3,R
TH2,NO2,01/01/2018 12:15,38.10000,ug m-3,R
TH2,NO2,01/01/2018 12:30,38.10000,ug m-3,R
TH2,NO2,01/01/2018 12:45,38.10000,ug m-3,R
TH2,NO2,01/01/2018 13:00,42.80000,ug m-3,R
TH2,NO2,01/01/2018 13:15,42.80000,ug m-3,R
TH2,NO2,01/01/2018 13:30,42.80000,ug m-3,R
TH2,NO2,01/01/2018 13:45,42.80000,ug m-3,R
TH2,NO2,01/01/2018 14:00,47.30000,ug m-3,R
TH2,NO2,01/01/2018 14:15,47.30000,ug m-3,R
TH2,NO2,01/01/2018 14:30,47.30000,ug m-3,R
TH2,NO2,01/01/2018 14:45,47.30000,ug m-3,R
TH2,NO2,01/01/2018 15:00,46.80000,ug m-3,R
TH2,NO2,01/01/2018 15:15,46.80000,ug m-3,R
TH2,NO2,01/01/2018 15:30,46.80000,ug m-3,R
TH2,NO2,01/01/2018 15:45,46.80000,ug m-3,R
TH2,NO2,01/01/2018 16:00,53.80000,ug m-3,R
TH2,NO2,01/01/2018 16:15,53.80000,ug m-3,R
TH2,NO2,01/01/2018 16:30,53.80000,ug m-3,R
TH2,NO2,01/01/2018 16:45,53.80000,ug m-3,R
TH2,NO2,01/01/2018 17:00,54.90000,ug m-3,R
TH2,NO2,01/01/2018 17:15,54.90000,ug m-3,R
TH2,NO2,01/01/2018 17:30,54.90000,ug m-3,R
TH2,NO2,01/01/2018 17:45,54.90000,ug m-3,R
TH2,NO2,01/01/2018 18:00,55.00000,ug m-3,R
TH2,NO2,01/01/2018 18:15,55.00000,ug m-3,R
TH2,NO2,01/01/2018 18:30,55.00000,ug m-3,R
TH2,NO2,01/01/2018 18:45,55.00000,ug m-3,R
TH2,NO2,01/01/2018 19:00,49.70000,ug m-3,R
TH2,NO2,01/01/2018 19:15,49.70000,ug m-3,R
TH2,NO2,01/01/2018 19:30,49.70000,ug m-3,R
TH2,NO2,01/01/2018 19:45,49.70000,ug m-3,R
TH2,NO2,01/01/2018 20:00,47.30000,ug m-3,R
TH2,NO2,01/01/2018 20:15,47.30000,ug m-3,R
TH2,NO2,01/01/2018 20:30,47.30000,ug m-3,R
TH2,NO2,01/01/2018 20:45,47.30000,ug m-3,R
TH2,NO2,01/01/2018 21:00,38.50000,ug m-3,R
TH2,NO2,01/01/2018 21:15,38.50000,ug m-3,R
TH2,NO2,01/01/2018 21:30,38.50000,ug m-3,R
TH2,NO2,01/01/2018 21:45,38.50000,ug m-3,R
TH2,NO2,01/01/2018 22:00,38.30000,ug m-3,R
TH2,NO2,01/01/2018 22:15,38.30000,ug m-3,R
TH2,NO2,01/01/2018 22:30,38.30000,ug m-3,R
TH2,NO2,01/01/2018 22:45,38.30000,ug m-3,R
TH2,NO2,01/01/2018 23:00,40.50000,ug m-3,R
TH2,NO2,01/01/2018 23:15,40.50000,ug m-3,R
TH2,NO2,01/01/2018 23:30,40.50000,ug m-3,R
TH2,NO2,01/01/2018 23:45,40.50000,ug m-3,R
TH2,NO2,02/01/2018 00:00,37.60000,ug m-3,R
TH2,NO2,02/01/2018 00:15,37.60000,ug m-3,R
TH2,NO2,02/01/2018 00:30,37.60000,ug m-3,R
TH2,NO2,02/01/2018 00:45,37.60000,ug m-3,R
TH2,NO2,02/01/2018 01:00,35.50000,ug m-3,R
TH2,NO2,02/01/2018 01:15,35.50000,ug m-3,R
TH2,NO2,02/01/2018 01:30,35.50000,ug m-3,R
TH2,NO2,02/01/2018 01:45,35.50000,ug m-3,R
TH2,NO2,02/01/2018 02:00,30.90000,ug m-3,R
TH2,NO2,02/01/2018 02:15,30.90000,ug m-3,R
TH2,NO2,02/01/2018 02:30,30.90000,ug m-3,R
TH2,NO2,02/01/2018 02:45,30.90000,ug m-3,R
TH2,NO2,02/01/2018 03:00,26.40000,ug m-3,R
TH2,NO2,02/01/2018 03:15,26.40000,ug m-3,R
TH2,NO2,02/01/2018 03:30,26.40000,ug m-3,R
TH2,NO2,02/01/2018 03:45,26.40000,ug m-3,R
TH2,NO2,02/01/2018 04:00,29.90000,ug m-3,R
TH2,NO2,02/01/2018 04:15,29.90000,ug m-3,R
TH2,NO2,02/01/2018 04:30,29.90000,ug m-3,R
TH2,NO2,02/01/2018 04:45,29.90000,ug m-3,R
TH2,NO2,02/01/2018 05:00,40.90000,ug m-3,R
TH2,NO2,02/01/2018 05:15,40.90000,ug m-3,R
TH2,NO2,02/01/2018 05:30,40.90000,ug m-3,R
TH2,NO2,02/01/2018 05:45,40.90000,ug m-3,R
TH2,NO2,02/01/2018 06:00,36.80000,ug m-3,R
TH2,NO2,02/01/2018 06:15,36.80000,ug m-3,R
TH2,NO2,02/01/2018 06:30,36.80000,ug m-3,R
TH2,NO2,02/01/2018 06:45,36.80000,ug m-3,R
TH2,NO2,02/01/2018 07:00,43.00000,ug m-3,R
TH2,NO2,02/01/2018 07:15,43.00000,ug m-3,R
TH2,NO2,02/01/2018 07:30,43.00000,ug m-3,R
TH2,NO2,02/01/2018 07:45,43.00000,ug m-3,R
TH2,NO2,02/01/2018 08:00,50.10000,ug m-3,R
TH2,NO2,02/01/2018 08:15,50.10000,ug m-3,R
TH2,NO2,02/01/2018 08:30,50.10000,ug m-3,R
TH2,NO2,02/01/2018 08:45,50.10000,ug m-3,R
TH2,NO2,02/01/2018 09:00,51.70000,ug m-3,R
TH2,NO2,02/01/2018 09:15,51.70000,ug m-3,R
TH2,NO2,02/01/2018 09:30,51.70000,ug m-3,R
TH2,NO2,02/01/2018 09:45,51.70000,ug m-3,R
TH2,NO2,02/01/2018 10:00,57.10000,ug m-3,R
TH2,NO2,02/01/2018 10:15,57.10000,ug m-3,R
TH2,NO2,02/01/2018 10:30,57.10000,ug m-3,R
TH2,NO2,02/01/2018 10:45,57.10000,ug m-3,R
TH2,NO2,02/01/2018 11:00,56.00000,ug m-3,R
TH2,NO2,02/01/2018 11:15,56.00000,ug m-3,R
TH2,NO2,02/01/2018 11:30,56.00000,ug m-3,R
TH2,NO2,02/01/2018 11:45,56.00000,ug m-3,R
TH2,NO2,02/01/2018 12:00,45.90000,ug m-3,R
TH2,NO2,02/01/2018 12:15,45.90000,ug m-3,R
TH2,NO2,02/01/2018 12:30,45.90000,ug m-3,R
TH2,NO2,02/01/2018 12:45,45.90000,ug m-3,R
TH2,NO2,02/01/2018 13:00,39.30000,ug m-3,R
TH2,NO2,02/01/2018 13:15,39.30000,ug m-3,R
TH2,NO2,02/01/2018 13:30,39.30000,ug m-3,R
TH2,NO2,02/01/2018 13:45,39.30000,ug m-3,R
TH2,NO2,02/01/2018 14:00,29.80000,ug m-3,R
TH2,NO2,02/01/2018 14:15,29.80000,ug m-3,R
TH2,NO2,02/01/2018 14:30,29.80000,ug m-3,R
TH2,NO2,02/01/2018 14:45,29.80000,ug m-3,R
TH2,NO2,02/01/2018 15:00,44.90000,ug m-3,R
TH2,NO2,02/01/2018 15:15,44.90000,ug m-3,R
TH2,NO2,02/01/2018 15:30,44.90000,ug m-3,R
TH2,NO2,02/01/2018 15:45,44.90000,ug m-3,R
TH2,NO2,02/01/2018 16:00,53.10000,ug m-3,R
TH2,NO2,02/01/2018 16:15,53.10000,ug m-3,R
TH2,NO2,02/01/2018 16:30,53.10000,ug m-3,R
TH2,NO2,02/01/2018 16:45,53.10000,ug m-3,R
TH2,NO2,02/01/2018 17:00,40.10000,ug m-3,R
TH2,NO2,02/01/2018 17:15,40.10000,ug m-3,R
TH2,NO2,02/01/2018 17:30,40.10000,ug m-3,R
TH2,NO2,02/01/2018 17:45,40.10000,ug m-3,R
TH2,NO2,02/01/2018 18:00,30.40000,ug m-3,R
TH2,NO2,02/01/2018 18:15,30.40000,ug m-3,R
TH2,NO2,02/01/2018 18:30,30.40000,ug m-3,R
TH2,NO2,02/01/2018 18:45,30.40000,ug m-3,R
TH2,NO2,02/01/2018 19:00,22.80000,ug m-3,R
TH2,NO2,02/01/2018 19:15,22.80000,ug m-3,R
TH2,NO2,02/01/2018 19:30,22.80000,ug m-3,R
TH2,NO2,02/01/2018 19:45,22.80000,ug m-3,R
TH2,NO2,02/01/2018 20:00,23.10000,ug m-3,R
TH2,NO2,02/01/2018 20:15,23.10000,ug m-3,R
TH2,NO2,02/01/2018 20:30,23.10000,ug m-3,R
TH2,NO2,02/01/2018 20:45,23.10000,ug m-3,R
TH2,NO2,02/01/2018 21:00,20.20000,ug m-3,R
TH2,NO2,02/01/2018 21:15,20.20000,ug m-3,R
TH2,NO2,02/01/2018 21:30,20.20000,ug m-3,R
TH2,NO2,02/01/2018 21:45,20.20000,ug m-3,R
TH2,NO2,02/01/2018 22:00,17.80000,ug m-3,R
TH2,NO2,02/01/2018 22:15,17.80000,ug m-3,R
TH2,NO2,02/01/2018 22:30,17.80000,ug m-3,R
TH2,NO2,02/01/2018 22:45,17.80000,ug m-3,R
TH2,NO2,02/01/2018 23:00,17.60000,ug m-3,R
TH2,NO2,02/01/2018 23:15,17.60000,ug m-3,R
TH2,NO2,02/01/2018 23:30,17.60000,ug m-3,R
TH2,NO2,02/01/2018 23:45,17.60000,ug m-3,R
TH2,NO2,03/01/2018 00:00,27.50000,ug m-3,R
TH2,NO2,03/01/2018 00:15,27.50000,ug m-3,R
TH2,NO2,03/01/2018 00:30,27.50000,ug m-3,R
TH2,NO2,03/01/2018 00:45,27.50000,ug m-3,R
TH2,NO2,03/01/2018 01:00,16.80000,ug m-3,R
TH2,NO2,03/01/2018 01:15,16.80000,ug m-3,R
TH2,NO2,03/01/2018 01:30,16.80000,ug m-3,R
TH2,NO2,03/01/2018 01:45,16.80000,ug m-3,R
TH2,NO2,03/01/2018 02:00,13.40000,ug m-3,R
TH2,NO2,03/01/2018 02:15,13.40000,ug m-3,R
TH2,NO2,03/01/2018 02:30,13.40000,ug m-3,R
TH2,NO2,03/01/2018 02:45,13.40000,ug m-3,R
TH2,NO2,03/01/2018 03:00,20.60000,ug m-3,R
TH2,NO2,03/01/2018 03:15,20.60000,ug m-3,R
TH2,NO2,03/01/2018 03:30,20.60000,ug m-3,R
TH2,NO2,03/01/2018 03:45,20.60000,ug m-3,R
TH2,NO2,03/01/2018 04:00,20.70000,ug m-3,R
TH2,NO2,03/01/2018 04:15,20.70000,ug m-3,R
TH2,NO2,03/01/2018 04:30,20.70000,ug m-3,R
TH2,NO2,03/01/2018 04:45,20.70000,ug m-3,R
TH2,NO2,03/01/2018 05:00,17.20000,ug m-3,R
TH2,NO2,03/01/2018 05:15,17.20000,ug m-3,R
TH2,NO2,03/01/2018 05:30,17.20000,ug m-3,R
TH2,NO2,03/01/2018 05:45,17.20000,ug m-3,R
TH2,NO2,03/01/2018 06:00,24.60000,ug m-3,R
TH2,NO2,03/01/2018 06:15,24.60000,ug m-3,R
TH2,NO2,03/01/2018 06:30,24.60000,ug m-3,R
TH2,NO2,03/01/2018 06:45,24.60000,ug m-3,R
TH2,NO2,03/01/2018 07:00,26.30000,ug m-3,R
TH2,NO2,03/01/2018 07:15,26.30000,ug m-3,R
TH2,NO2,03/01/2018 07:30,26.30000,ug m-3,R
TH2,NO2,03/01/2018 07:45,26.30000,ug m-3,R
TH2,NO2,03/01/2018 08:00,36.20000,ug m-3,R
TH2,NO2,03/01/2018 08:15,36.20000,ug m-3,R
TH2,NO2,03/01/2018 08:30,36.20000,ug m-3,R
TH2,NO2,03/01/2018 08:45,36.20000,ug m-3,R
TH2,NO2,03/01/2018 09:00,47.00000,ug m-3,R
TH2,NO2,03/01/2018 09:15,47.00000,ug m-3,R
TH2,NO2,03/01/2018 09:30,47.00000,ug m-3,R
TH2,NO2,03/01/2018 09:45,47.00000,ug m-3,R
TH2,NO2,03/01/2018 10:00,51.60000,ug m-3,R
TH2,NO2,03/01/2018 10:15,51.60000,ug m-3,R
TH2,NO2,03/01/2018 10:30,51.60000,ug m-3,R
TH2,NO2,03/01/2018 10:45,51.60000,ug m-3,R
TH2,NO2,03/01/2018 11:00,48.20000,ug m-3,R
TH2,NO2,03/01/2018 11:15,48.20000,ug m-3,R
TH2,NO2,03/01/2018 11:30,48.20000,ug m-3,R
TH2,NO2,03/01/2018 11:45,48.20000,ug m-3,R
TH2,NO2,03/01/2018 12:00,46.50000,ug m-3,R
TH2,NO2,03/01/2018 12:15,46.50000,ug m-3,R
TH2,NO2,03/01/2018 12:30,46.50000,ug m-3,R
TH2,NO2,03/01/2018 12:45,46.50000,ug m-3,R
TH2,NO2,03/01/2018 13:00,41.80000,ug m-3,R
TH2,NO2,03/01/2018 13:15,41.80000,ug m-3,R
TH2,NO2,03/01/2018 13:30,41.80000,ug m-3,R
TH2,NO2,03/01/2018 13:45,41.80000,ug m-3,R
TH2,NO2,03/01/2018 14:00,39.70000,ug m-3,R
TH2,NO2,03/01/2018 14:15,39.70000,ug m-3,R
TH2,NO2,03/01/2018 14:30,39.70000,ug m-3,R
TH2,NO2,03/01/2018 14:45,39.70000,ug m-3,R
TH2,NO2,03/01/2018 15:00,45.20000,ug m-3,R
TH2,NO2,03/01/2018 15:15,45.20000,ug m-3,R
TH2,NO2,03/01/2018 15:30,45.20000,ug m-3,R
TH2,NO2,03/01/2018 15:45,45.20000,ug m-3,R
TH2,NO2,03/01/2018 16:00,47.80000,ug m-3,R
TH2,NO2,03/01/2018 16:15,47.80000,ug m-3,R
TH2,NO2,03/01/2018 16:30,47.80000,ug m-3,R
TH2,NO2,03/01/2018 16:45,47.80000,ug m-3,R
TH2,NO2,03/01/2018 17:00,49.30000,ug m-3,R
TH2,NO2,03/01/2018 17:15,49.30000,ug m-3,R
TH2,NO2,03/01/2018 17:30,49.30000,ug m-3,R
TH2,NO2,03/01/2018 17:45,49.30000,ug m-3,R
TH2,NO2,03/01/2018 18:00,52.10000,ug m-3,R
TH2,NO2,03/01/2018 18:15,52.10000,ug m-3,R
TH2,NO2,03/01/2018 18:30,52.10000,ug m-3,R
TH2,NO2,03/01/2018 18:45,52.10000,ug m-3,R
TH2,NO2,03/01/2018 19:00,47.80000,ug m-3,R
TH2,NO2,03/01/2018 19:15,47.80000,ug m-3,R
TH2,NO2,03/01/2018 19:30,47.80000,ug m-3,R
TH2,NO2,03/01/2018 19:45,47.80000,ug m-3,R
TH2,NO2,03/01/2018 20:00,44.80000,ug m-3,R
TH2,NO2,03/01/2018 20:15,44.80000,ug m-3,R
TH2,NO2,03/01/2018 20:30,44.80000,ug m-3,R
TH2,NO2,03/01/2018 20:45,44.80000,ug m-3,R
TH2,NO2,03/01/2018 21:00,40.80000,ug m-3,R
TH2,NO2,03/01/2018 21:15,40.80000,ug m-3,R
TH2,NO2,03/01/2018 21:30,40.80000,ug m-3,R
TH2,NO2,03/01/2018 21:45,40.80000,ug m-3,R
TH2,NO2,03/01/2018 22:00,37.60000,ug m-3,R
TH2,NO2,03/01/2018 22:15,37.60000,ug m-3,R
TH2,NO2,03/01/2018 22:30,37.60000,ug m-3,R
TH2,NO2,03/01/2018 22:45,37.60000,ug m-3,R
TH2,NO2,03/01/2018 23:00,44.70000,ug m-3,R
TH2,NO2,03/01/2018 23:15,44.70000,ug m-3,R
TH2,NO2,03/01/2018 23:30,44.70000,ug m-3,R
TH2,NO2,03/01/2018 23:45,44.70000,ug m-3,R
TH2,NO2,04/01/2018 00:00,31.70000,ug m-3,R
TH2,NO2,04/01/2018 00:15,31.70000,ug m-3,R
TH2,NO2,04/01/2018 00:30,31.70000,ug m-3,R
TH2,NO2,04/01/2018 00:45,31.70000,ug m-3,R
TH2,NO2,04/01/2018 01:00,23.00000,ug m-3,R
TH2,NO2,04/01/2018 01:15,23.00000,ug m-3,R
TH2,NO2,04/01/2018 01:30,23.00000,ug m-3,R
TH2,NO2,04/01/2018 01:45,23.00000,ug m-3,R
TH2,NO2,04/01/2018 02:00,26.00000,ug m-3,R
TH2,NO2,04/01/2018 02:15,26.00000,ug m-3,R
TH2,NO2,04/01/2018 02:30,26.00000,ug m-3,R
TH2,NO2,04/01/2018 02:45,26.00000,ug m-3,R
TH2,NO2,04/01/2018 03:00,20.10000,ug m-3,R
TH2,NO2,04/01/2018 03:15,20.10000,ug m-3,R
TH2,NO2,04/01/2018 03:30,20.10000,ug m-3,R
TH2,NO2,04/01/2018 03:45,20.10000,ug m-3,R
TH2,NO2,04/01/2018 04:00,17.20000,ug m-3,R
TH2,NO2,04/01/2018 04:15,17.20000,ug m-3,R
TH2,NO2,04/01/2018 04:30,17.20000,ug m-3,R
TH2,NO2,04/01/2018 04:45,17.20000,ug m-3,R
TH2,NO2,04/01/2018 05:00,25.10000,ug m-3,R
TH2,NO2,04/01/2018 05:15,25.10000,ug m-3,R
TH2,NO2,04/01/2018 05:30,25.10000,ug m-3,R
TH2,NO2,04/01/2018 05:45,25.10000,ug m-3,R
TH2,NO2,04/01/2018 06:00,60.70000,ug m-3,R
TH2,NO2,04/01/2018 06:15,60.70000,ug m-3,R
TH2,NO2,04/01/2018 06:30,60.70000,ug m-3,R
TH2,NO2,04/01/2018 06:45,60.70000,ug m-3,R
TH2,NO2,04/01/2018 07:00,73.30000,ug m-3,R
TH2,NO2,04/01/2018 07:15,73.30000,ug m-3,R
TH2,NO2,04/01/2018 07:30,73.30000,ug m-3,R
TH2,NO2,04/01/2018 07:45,73.30000,ug m-3,R
TH2,NO2,04/01/2018 08:00,75.20000,ug m-3,R
TH2,NO2,04/01/2018 08:15,75.20000,ug m-3,R
TH2,NO2,04/01/2018 08:30,75.20000,ug m-3,R
TH2,NO2,04/01/2018 08:45,75.20000,ug m-3,R
TH2,NO2,04/01/2018 09:00,74.80000,ug m-3,R
TH2,NO2,04/01/2018 09:15,74.80000,ug m-3,R
TH2,NO2,04/01/2018 09:30,74.80000,ug m-3,R
TH2,NO2,04/01/2018 09:45,74.80000,ug m-3,R
TH2,NO2,04/01/2018 10:00,65.00000,ug m-3,R
TH2,NO2,04/01/2018 10:15,65.00000,ug m-3,R
TH2,NO2,04/01/2018 10:30,65.00000,ug m-3,R
TH2,NO2,04/01/2018 10:45,65.00000,ug m-3,R
TH2,NO2,04/01/2018 11:00,51.70000,ug m-3,R
TH2,NO2,04/01/2018 11:15,51.70000,ug m-3,R
TH2,NO2,04/01/2018 11:30,51.70000,ug m-3,R
TH2,NO2,04/01/2018 11:45,51.70000,ug m-3,R
TH2,NO2,04/01/2018 12:00,28.50000,ug m-3,R
TH2,NO2,04/01/2018 12:15,28.50000,ug m-3,R
TH2,NO2,04/01/2018 12:30,28.50000,ug m-3,R
TH2,NO2,04/01/2018 12:45,28.50000,ug m-3,R
TH2,NO2,04/01/2018 13:00,NA,ug m-3,R
TH2,NO2,04/01/2018 13:15,NA,ug m-3,R
TH2,NO2,04/01/2018 13:30,NA,ug m-3,R
TH2,NO2,04/01/2018 13:45,NA,ug m-3,R
TH2,NO2,04/01/2018 14:00,31.50000,ug m-3,R
TH2,NO2,04/01/2018 14:15,31.50000,ug m-3,R
TH2,NO2,04/01/2018 14:30,31.50000,ug m-3,R
TH2,NO2,04/01/2018 14:45,31.50000,ug m-3,R
TH2,NO2,04/01/2018 15:00,34.60000,ug m-3,R
TH2,NO2,04/01/2018 15:15,34.60000,ug m-3,R
TH2,NO2,04/01/2018 15:30,34.60000,ug m-3,R
TH2,NO2,04/01/2018 15:45,34.60000,ug m-3,R
TH2,NO2,04/01/2018 16:00,43.50000,ug m-3,R
TH2,NO2,04/01/2018 16:15,43.50000,ug m-3,R
TH2,NO2,04/01/2018 16:30,43.50000,ug m-3,R
TH2,NO2,04/01/2018 16:45,43.50000,ug m-3,R
TH2,NO2,04/01/2018 17:00,48.20000,ug m-3,R
TH2,NO2,04/01/2018 17:15,48.20000,ug m-3,R
TH2,NO2,04/01/2018 17:30,48.20000,ug m-3,R
TH2,NO2,04/01/2018 17:45,48.20000,ug m-3,R
TH2,NO2,04/01/2018 18:00,51.10000,ug m-3,R
TH2,NO2,04/01/2018 18:15,51.10000,ug m-3,R
TH2,NO2,04/01/2018 18:30,51.10000,ug m-3,R
TH2,NO2,04/01/2018 18:45,51.10000,ug m-3,R
TH2,NO2,04/01/2018 19:00,49.10000,ug m-3,R
TH2,NO2,04/01/2018 19:15,49.10000,ug m-3,R
TH2,NO2,04/01/2018 19:30,49.10000,ug m-3,R
TH2,NO2,04/01/2018 19:45,49.10000,ug m-3,R
TH2,NO2,04/01/2018 20:00,44.60000,ug m-3,R
TH2,NO2,04/01/2018 20:15,44.60000,ug m-3,R
TH2,NO2,04/01/2018 20:30,44.60000,ug m-3,R
TH2,NO2,04/01/2018 20:45,44.60000,ug m-3,R
TH2,NO2,04/01/2018 21:00,40.50000,ug m-3,R
TH2,NO2,04/01/2018 21:15,40.50000,ug m-3,R
TH2,NO2,04/01/2018 21:30,40.50000,ug m-3,R
TH2,NO2,04/01/2018 21:45,40.50000,ug m-3,R
TH2,NO2,04/01/2018 22:00,47.20000,ug m-3,R
TH2,NO2,04/01/2018 22:15,47.20000,ug m-3,R
TH2,NO2,04/01/2018 22:30,47.20000,ug m-3,R
TH2,NO2,04/01/2018 22:45,47.20000,ug m-3,R
TH2,NO2,04/01/2018 23:00,61.70000,ug m-3,R
TH2,NO2,04/01/2018 23:15,61.70000,ug m-3,R
TH2,NO2,04/01/2018 23:30,61.70000,ug m-3,R
TH2,NO2,04/01/2018 23:45,61.70000,ug m-3,R
TH2,NO2,05/01/2018 00:00,55.10000,ug m-3,R
TH2,NO2,05/01/2018 00:15,55.10000,ug m-3,R
TH2,NO2,05/01/2018 00:30,55.10000,ug m-3,R
TH2,NO2,05/01/2018 00:45,55.10000,ug m-3,R
TH2,NO2,05/01/2018 01:00,50.30000,ug m-3,R
TH2,NO2,05/01/2018 01:15,50.30000,ug m-3,R
TH2,NO2,05/01/2018 01:30,50.30000,ug m-3,R
TH2,NO2,05/01/2018 01:45,50.30000,ug m-3,R
TH2,NO2,05/01/2018 02:00,24.80000,ug m-3,R
TH2,NO2,05/01/2018 02:15,24.80000,ug m-3,R
TH2,NO2,05/01/2018 02:30,24.80000,ug m-3,R
TH2,NO2,05/01/2018 02:45,24.80000,ug m-3,R
TH2,NO2,05/01/2018 03:00,22.60000,ug m-3,R
TH2,NO2,05/01/2018 03:15,22.60000,ug m-3,R
TH2,NO2,05/01/2018 03:30,22.60000,ug m-3,R
TH2,NO2,05/01/2018 03:45,22.60000,ug m-3,R
TH2,NO2,05/01/2018 04:00,19.30000,ug m-3,R
TH2,NO2,05/01/2018 04:15,19.30000,ug m-3,R
TH2,NO2,05/01/2018 04:30,19.30000,ug m-3,R
TH2,NO2,05/01/2018 04:45,19.30000,ug m-3,R
TH2,NO2,05/01/2018 05:00,21.20000,ug m-3,R
TH2,NO2,05/01/2018 05:15,21.20000,ug m-3,R
TH2,NO2,05/01/2018 05:30,21.20000,ug m-3,R
TH2,NO2,05/01/2018 05:45,21.20000,ug m-3,R
TH2,NO2,05/01/2018 06:00,28.10000,ug m-3,R
TH2,NO2,05/01/2018 06:15,28.10000,ug m-3,R
TH2,NO2,05/01/2018 06:30,28.10000,ug m-3,R
TH2,NO2,05/01/2018 06:45,28.10000,ug m-3,R
TH2,NO2,05/01/2018 07:00,44.20000,ug m-3,R
TH2,NO2,05/01/2018 07:15,44.20000,ug m-3,R
TH2,NO2,05/01/2018 07:30,44.20000,ug m-3,R
TH2,NO2,05/01/2018 07:45,44.20000,ug m-3,R
TH2,NO2,05/01/2018 08:00,42.40000,ug m-3,R
TH2,NO2,05/01/2018 08:15,42.40000,ug m-3,R
TH2,NO2,05/01/2018 08:30,42.40000,ug m-3,R
TH2,NO2,05/01/2018 08:45,42.40000,ug m-3,R
TH2,NO2,05/01/2018 09:00,36.10000,ug m-3,R
TH2,NO2,05/01/2018 09:15,36.10000,ug m-3,R
TH2,NO2,05/01/2018 09:30,36.10000,ug m-3,R
TH2,NO2,05/01/2018 09:45,36.10000,ug m-3,R
TH2,NO2,05/01/2018 10:00,38.30000,ug m-3,R
TH2,NO2,05/01/2018 10:15,38.30000,ug m-3,R
TH2,NO2,05/01/2018 10:30,38.30000,ug m-3,R
TH2,NO2,05/01/2018 10:45,38.30000,ug m-3,R
TH2,NO2,05/01/2018 11:00,31.60000,ug m-3,R
TH2,NO2,05/01/2018 11:15,31.60000,ug m-3,R
TH2,NO2,05/01/2018 11:30,31.60000,ug m-3,R
TH2,NO2,05/01/2018 11:45,31.60000,ug m-3,R
TH2,NO2,05/01/2018 12:00,32.60000,ug m-3,R
TH2,NO2,05/01/2018 12:15,32.60000,ug m-3,R
TH2,NO2,05/01/2018 12:30,32.60000,ug m-3,R
