Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
TH2,NO2,02/04/2018 00:00,49.90000,ug m-3,R
TH2,NO2,02/04/2018 00:15,49.90000,ug m-3,R
TH2,NO2,02/04/2018 00:30,49.90000,ug m-3,R
TH2,NO2,02/04/2018 00:45,49.90000,ug m-3,R
TH2,NO2,02/04/2018 01:00,35.10000,ug m-3,R
TH2,NO2,02/04/2018 01:15,35.10000,ug m-3,R
TH2,NO2,02/04/2018 01:30,35.10000,ug m-3,R
TH2,NO2,02/04/2018 01:45,35.10000,ug m-3,R
TH2,NO2,02/04/2018 02:00,29.50000,ug m-3,R
TH2,NO2,02/04/2018 02:15,29.50000,ug m-3,R
TH2,NO2,02/04/2018 02:30,29.50000,ug m-3,R
TH2,NO2,02/04/2018 02:45,29.50000,ug m-3,R
TH2,NO2,02/04/2018 03:00,32.60000,ug m-3,R
TH2,NO2,02/04/2018 03:15,32.60000,ug m-3,R
TH2,NO2,02/04/2018 03:30,32.60000,ug m-3,R
TH2,NO2,02/04/2018 03:45,32.60000,ug m-3,R
TH2,NO2,02/04/2018 04:00,26.90000,ug m-3,R
TH2,NO2,02/04/2018 04:15,26.90000,ug m-3,R
TH2,NO2,02/04/2018 04:30,26.90000,ug m-3,R
TH2,NO2,02/04/2018 04:45,26.90000,ug m-3,R
TH2,NO2,02/04/2018 05:00,18.20000,ug m-3,R
TH2,NO2,02/04/2018 05:15,18.20000,ug m-3,R
TH2,NO2,02/04/2018 05:30,18.20000,ug m-3,R
TH2,NO2,02/04/2018 05:45,18.20000,ug m-3,R
TH2,NO2,02/04/2018 06:00,17.10000,ug m-3,R
TH2,NO2,02/04/2018 06:15,17.10000,ug m-3,R
TH2,NO2,02/04/2018 06:30,17.10000,ug m-3,R
TH2,NO2,02/04/2018 06:45,17.10000,ug m-3,R
TH2,NO2,02/04/2018 07:00,19.50000,ug m-3,R
TH2,NO2,02/04/2018 07:15,19.50000,ug m-3,R
TH2,NO2,02/04/2018 07:30,19.50000,ug m-3,R
TH2,NO2,02/04/2018 07:45,19.50000,ug m-3,R
TH2,NO2,02/04/2018 08:00,25.60000,ug m-3,R
TH2,NO2,02/04/2018 08:15,25.60000,ug m-3,R
TH2,NO2,02/04/2018 08:30,25.60000,ug m-3,R
TH2,NO2,02/04/2018 08:45,25.60000,ug m-3,R
TH2,NO2,02/04/2018 09:00,23.80000,ug m-3,R
TH2,NO2,02/04/2018 09:15,23.80000,ug m-3,R
TH2,NO2,02/04/2018 09:30,23.80000,ug m-3,R
TH2,NO2,02/04/2018 09:45,23.80000,ug m-3,R
TH2,NO2,02/04/2018 10:00,14.90000,ug m-3,R
TH2,NO2,02/04/2018 10:15,14.90000,ug m-3,R
TH2,NO2,02/04/2018 10:30,14.90000,ug m-3,R
TH2,NO2,02/04/2018 10:45,14.90000,ug m-3,R
TH2,NO2,02/04/2018 11:00,18.70000,ug m-3,R
TH2,NO2,02/04/2018 11:15,18.70000,ug m-3,R
TH2,NO2,02/04/2018 11:30,18.70000,ug m-3,R
TH2,NO2,02/04/2018 11:45,18.70000,ug m-3,R
TH2,NO2,02/04/2018 12:00,33.70000,ug m-3,R
TH2,NO2,02/04/2018 12:15,33.70000,ug m-3,R
TH2,NO2,02/04/2018 12:30,33.70000,ug m-3,R
TH2,NO2,02/04/2018 12:45,33.70000,ug m-3,R
TH2,NO2,02/04/2018 13:00,31.50000,ug m-3,R
TH2,NO2,02/04/2018 13:15,31.50000,ug m-3,R
TH2,NO2,02/04/2018 13:30,31.50000,ug m-3,R
TH2,NO2,02/04/2018 13:45,31.50000,ug m-3,R
TH2,NO2,02/04/2018 14:00,28.80000,ug m-3,R
TH2,NO2,02/04/2018 14:15,28.80000,ug m-3,R
TH2,NO2,02/04/2018 14:30,28.80000,ug m-3,R
TH2,NO2,02/04/2018 14:45,28.80000,ug m-3,R
TH2,NO2,02/04/2018 15:00,17.30000,ug m-3,R
TH2,NO2,02/04/2018 15:15,17.30000,ug m-3,R
TH2,NO2,02/04/2018 15:30,17.30000,ug m-3,R
TH2,NO2,02/04/2018 15:45,17.30000,ug m-3,R
TH2,NO2,02/04/2018 16:00,20.60000,ug m-3,R
TH2,NO2,02/04/2018 16:15,20.60000,ug m-3,R
TH2,NO2,02/04/2018 16:30,20.60000,ug m-3,R
TH2,NO2,02/04/2018 16:45,20.60000,ug m-3,R
TH2,NO2,02/04/2018 17:00,22.40000,ug m-3,R
TH2,NO2,02/04/2018 17:15,22.40000,ug m-3,R
TH2,NO2,02/04/2018 17:30,22.40000,ug m-3,R
TH2,NO2,02/04/2018 17:45,22.40000,ug m-3,R
TH2,NO2,02/04/2018 18:00,27.70000,ug m-3,R
TH2,NO2,02/04/2018 18:15,27.70000,ug m-3,R
TH2,NO2,02/04/2018 18:30,27.70000,ug m-3,R
TH2,NO2,02/04/2018 18:45,27.70000,ug m-3,R
TH2,NO2,02/04/2018 19:00,28.10000,ug m-3,R
TH2,NO2,02/04/2018 19:15,28.10000,ug m-3,R
TH2,NO2,02/04/2018 19:30,28.10000,ug m-3,R
TH2,NO2,02/04/2018 19:45,28.10000,ug m-3,R
TH2,NO2,02/04/2018 20:00,28.30000,ug m-3,R
TH2,NO2,02/04/2018 20:15,28.30000,ug m-3,R
TH2,NO2,02/04/2018 20:30,28.30000,ug m-3,R
TH2,NO2,02/04/2018 20:45,28.30000,ug m-3,R
TH2,NO2,02/04/2018 21:00,23.00000,ug m-3,R
TH2,NO2,02/04/2018 21:15,23.00000,ug m-3,R
TH2,NO2,02/04/2018 21:30,23.00000,ug m-3,R
TH2,NO2,02/04/2018 21:45,23.00000,ug m-3,R
TH2,NO2,02/04/2018 22:00,20.60000,ug m-3,R
TH2,NO2,02/04/2018 22:15,20.60000,ug m-3,R
TH2,NO2,02/04/2018 22:30,20.60000,ug m-3,R
TH2,NO2,02/04/2018 22:45,20.60000,ug m-3,R
TH2,NO2,02/04/2018 23:00,15.60000,ug m-3,R
TH2,NO2,02/04/2018 23:15,15.60000,ug m-3,R
TH2,NO2,02/04/2018 23:30,15.60000,ug m-3,R
TH2,NO2,02/04/2018 23:45,15.60000,ug m-3,R
TH2,NO2,03/04/2018 00:00,13.60000,ug m-3,R
TH2,NO2,03/04/2018 00:15,13.60000,ug m-3,R
TH2,NO2,03/04/2018 00:30,13.60000,ug m-3,R
TH2,NO2,03/04/2018 00:45,13.60000,ug m-3,R
TH2,NO2,03/04/2018 01:00,11.20000,ug m-3,R
TH2,NO2,03/04/2018 01:15,11.20000,ug m-3,R
TH2,NO2,03/04/2018 01:30,11.20000,ug m-3,R
TH2,NO2,03/04/2018 01:45,11.20000,ug m-3,R
TH2,NO2,03/04/2018 02:00,11.40000,ug m-3,R
TH2,NO2,03/04/2018 02:15,11.40000,ug m-3,R
TH2,NO2,03/04/2018 02:30,11.40000,ug m-3,R
TH2,NO2,03/04/2018 02:45,11.40000,ug m-3,R
TH2,NO2,03/04/2018 03:00,12.10000,ug m-3,R
TH2,NO2,03/04/2018 03:15,12.10000,ug m-3,R
TH2,NO2,03/04/2018 03:30,12.10000,ug m-3,R
TH2,NO2,03/04/2018 03:45,12.10000,ug m-3,R
TH2,NO2,03/04/2018 04:00,16.10000,ug m-3,R
TH2,NO2,03/04/2018 04:15,16.10000,ug m-3,R
TH2,NO2,03/04/2018 04:30,16.10000,ug m-3,R
TH2,NO2,03/04/2018 04:45,16.10000,ug m-3,R
TH2,NO2,03/04/2018 05:00,15.50000,ug m-3,R
TH2,NO2,03/04/2018 05:15,15.50000,ug m-3,R
TH2,NO2,03/04/2018 05:30,15.50000,ug m-3,R
TH2,NO2,03/04/2018 05:45,15.50000,ug m-3,R
TH2,NO2,03/04/2018 06:00,18.50000,ug m-3,R
TH2,NO2,03/04/2018 06:15,18.50000,ug m-3,R
TH2,NO2,03/04/2018 06:30,18.50000,ug m-3,R
TH2,NO2,03/04/2018 06:45,18.50000,ug m-3,R
TH2,NO2,03/04/2018 07:00,34.10000,ug m-3,R
TH2,NO2,03/04/2018 07:15,34.10000,ug m-3,R
TH2,NO2,03/04/2018 07:30,34.10000,ug m-3,R
TH2,NO2,03/04/2018 07:45,34.10000,ug m-3,R
TH2,NO2,03/04/2018 08:00,15.30000,ug m-3,R
TH2,NO2,03/04/2018 08:15,15.30000,ug m-3,R
TH2,NO2,03/04/2018 08:30,15.30000,ug m-3,R
TH2,NO2,03/04/2018 08:45,15.30000,ug m-3,R
TH2,NO2,03/04/2018 09:00,20.20000,ug m-3,R
TH2,NO2,03/04/2018 09:15,20.20000,ug m-3,R
TH2,NO2,03/04/2018 09:30,20.20000,ug m-3,R
TH2,NO2,03/04/2018 09:45,20.20000,ug m-3,R
TH2,NO2,03/04/2018 10:00,NA,ug m-3,R
TH2,NO2,03/04/2018 10:15,NA,ug m-3,R
TH2,NO2,03/04/2018 10:30,NA,ug m-3,R
TH2,NO2,03/04/2018 10:45,NA,ug m-3,R
TH2,NO2,03/04/2018 11:00,15.60000,ug m-3,R
TH2,NO2,03/04/2018 11:15,15.60000,ug m-3,R
TH2,NO2,03/04/2018 11:30,15.60000,ug m-3,R
TH2,NO2,03/04/2018 11:45,15.60000,ug m-3,R
TH2,NO2,03/04/2018 12:00,14.50000,ug m-3,R
TH2,NO2,03/04/2018 12:15,14.50000,ug m-3,R
TH2,NO2,03/04/2018 12:30,14.50000,ug m-3,R
TH2,NO2,03/04/2018 12:45,14.50000,ug m-3,R
TH2,NO2,03/04/2018 13:00,19.00000,ug m-3,R
TH2,NO2,03/04/2018 13:15,19.00000,ug m-3,R
TH2,NO2,03/04/2018 13:30,19.00000,ug m-3,R
TH2,NO2,03/04/2018 13:45,19.00000,ug m-3,R
TH2,NO2,03/04/2018 14:00,39.40000,ug m-3,R
TH2,NO2,03/04/2018 14:15,39.40000,ug m-3,R
TH2,NO2,03/04/2018 14:30,39.40000,ug m-3,R
TH2,NO2,03/04/2018 14:45,39.40000,ug m-3,R
TH2,NO2,03/04/2018 15:00,43.20000,ug m-3,R
TH2,NO2,03/04/2018 15:15,43.20000,ug m-3,R
TH2,NO2,03/04/2018 15:30,43.20000,ug m-3,R
TH2,NO2,03/04/2018 15:45,43.20000,ug m-3,R
TH2,NO2,03/04/2018 16:00,28.90000,ug m-3,R
TH2,NO2,03/04/2018 16:15,28.90000,ug m-3,R
TH2,NO2,03/04/2018 16:30,28.90000,ug m-3,R
TH2,NO2,03/04/2018 16:45,28.90000,ug m-3,R
TH2,NO2,03/04/2018 17:00,24.10000,ug m-3,R
TH2,NO2,03/04/2018 17:15,24.10000,ug m-3,R
TH2,NO2,03/04/2018 17:30,24.10000,ug m-3,R
TH2,NO2,03/04/2018 17:45,24.10000,ug m-3,R
TH2,NO2,03/04/2018 18:00,21.60000,ug m-3,R
TH2,NO2,03/04/2018 18:15,21.60000,ug m-3,R
TH2,NO2,03/04/2018 18:30,21.60000,ug m-3,R
TH2,NO2,03/04/2018 18:45,21.60000,ug m-3,R
TH2,NO2,03/04/2018 19:00,23.50000,ug m-3,R
TH2,NO2,03/04/2018 19:15,23.50000,ug m-3,R
TH2,NO2,03/04/2018 19:30,23.50000,ug m-3,R
TH2,NO2,03/04/2018 19:45,23.50000,ug m-3,R
TH2,NO2,03/04/2018 20:00,21.20000,ug m-3,R
TH2,NO2,03/04/2018 20:15,21.20000,ug m-3,R
TH2,NO2,03/04/2018 20:30,21.20000,ug m-3,R
TH2,NO2,03/04/2018 20:45,21.20000,ug m-3,R
TH2,NO2,03/04/2018 21:00,23.10000,ug m-3,R
TH2,NO2,03/04/2018 21:15,23.10000,ug m-3,R
TH2,NO2,03/04/2018 21:30,23.10000,ug m-3,R
TH2,NO2,03/04/2018 21:45,23.10000,ug m-3,R
TH2,NO2,03/04/2018 22:00,25.70000,ug m-3,R
TH2,NO2,03/04/2018 22:15,25.70000,ug m-3,R
TH2,NO2,03/04/2018 22:30,25.70000,ug m-3,R
TH2,NO2,03/04/2018 22:45,25.70000,ug m-3,R
TH2,NO2,03/04/2018 23:00,21.80000,ug m-3,R
TH2,NO2,03/04/2018 23:15,21.80000,ug m-3,R
TH2,NO2,03/04/2018 23:30,21.80000,ug m-3,R
TH2,NO2,03/04/2018 23:45,21.80000,ug m-3,R
TH2,NO2,04/04/2018 00:00,17.90000,ug m-3,R
TH2,NO2,04/04/2018 00:15,17.90000,ug m-3,R
TH2,NO2,04/04/2018 00:30,17.90000,ug m-3,R
TH2,NO2,04/04/2018 00:45,17.90000,ug m-3,R
TH2,NO2,04/04/2018 01:00,11.40000,ug m-3,R
TH2,NO2,04/04/2018 01:15,11.40000,ug m-3,R
TH2,NO2,04/04/2018 01:30,11.40000,ug m-3,R
TH2,NO2,04/04/2018 01:45,11.40000,ug m-3,R
TH2,NO2,04/04/2018 02:00,12.60000,ug m-3,R
TH2,NO2,04/04/2018 02:15,12.60000,ug m-3,R
TH2,NO2,04/04/2018 02:30,12.60000,ug m-3,R
TH2,NO2,04/04/2018 02:45,12.60000,ug m-3,R
TH2,NO2,04/04/2018 03:00,12.10000,ug m-3,R
TH2,NO2,04/04/2018 03:15,12.10000,ug m-3,R
TH2,NO2,04/04/2018 03:30,12.10000,ug m-3,R
TH2,NO2,04/04/2018 03:45,12.10000,ug m-3,R
TH2,NO2,04/04/2018 04:00,13.10000,ug m-3,R
TH2,NO2,04/04/2018 04:15,13.10000,ug m-3,R
TH2,NO2,04/04/2018 04:30,13.10000,ug m-3,R
TH2,NO2,04/04/2018 04:45,13.10000,ug m-3,R
TH2,NO2,04/04/2018 05:00,22.50000,ug m-3,R
TH2,NO2,04/04/2018 05:15,22.50000,ug m-3,R
TH2,NO2,04/04/2018 05:30,22.50000,ug m-3,R
TH2,NO2,04/04/2018 05:45,22.50000,ug m-3,R
TH2,NO2,04/04/2018 06:00,22.90000,ug m-3,R
TH2,NO2,04/04/2018 06:15,22.90000,ug m-3,R
TH2,NO2,04/04/2018 06:30,22.90000,ug m-3,R
TH2,NO2,04/04/2018 06:45,22.90000,ug m-3,R
TH2,NO2,04/04/2018 07:00,18.90000,ug m-3,R
TH2,NO2,04/04/2018 07:15,18.90000,ug m-3,R
TH2,NO2,04/04/2018 07:30,18.90000,ug m-3,R
TH2,NO2,04/04/2018 07:45,18.90000,ug m-3,R
TH2,NO2,04/04/2018 08:00,19.50000,ug m-3,R
TH2,NO2,04/04/2018 08:15,19.50000,ug m-3,R
TH2,NO2,04/04/2018 08:30,19.50000,ug m-3,R
TH2,NO2,04/04/2018 08:45,19.50000,ug m-3,R
TH2,NO2,04/04/2018 09:00,28.50000,ug m-3,R
TH2,NO2,04/04/2018 09:15,28.50000,ug m-3,R
TH2,NO2,04/04/2018 09:30,28.50000,ug m-3,R
TH2,NO2,04/04/2018 09:45,28.50000,ug m-3,R
TH2,NO2,04/04/2018 10:00,28.50000,ug m-3,R
TH2,NO2,04/04/2018 10:15,28.50000,ug m-3,R
TH2,NO2,04/04/2018 10:30,28.50000,ug m-3,R
TH2,NO2,04/04/2018 10:45,28.50000,ug m-3,R
TH2,NO2,04/04/2018 11:00,23.00000,ug m-3,R
TH2,NO2,04/04/2018 11:15,23.00000,ug m-3,R
TH2,NO2,04/04/2018 11:30,23.00000,ug m-3,R
TH2,NO2,04/04/2018 11:45,23.00000,ug m-3,R
TH2,NO2,04/04/2018 12:00,19.00000,ug m-3,R
TH2,NO2,04/04/2018 12:15,19.00000,ug m-3,R
TH2,NO2,04/04/2018 12:30,19.00000,ug m-3,R
TH2,NO2,04/04/2018 12:45,19.00000,ug m-3,R
TH2,NO2,04/04/2018 13:00,16.80000,ug m-3,R
TH2,NO2,04/04/2018 13:15,16.80000,ug m-3,R
TH2,NO2,04/04/2018 13:30,16.80000,ug m-3,R
TH2,NO2,04/04/2018 13:45,16.80000,ug m-3,R
TH2,NO2,04/04/2018 14:00,16.90000,ug m-3,R
TH2,NO2,04/04/2018 14:15,16.90000,ug m-3,R
TH2,NO2,04/04/2018 14:30,16.90000,ug m-3,R
TH2,NO2,04/04/2018 14:45,16.90000,ug m-3,R
TH2,NO2,04/04/2018 15:00,17.30000,ug m-3,R
TH2,NO2,04/04/2018 15:15,17.30000,ug m-3,R
TH2,NO2,04/04/2018 15:30,17.30000,ug m-3,R
TH2,NO2,04/04/2018 15:45,17.30000,ug m-3,R
TH2,NO2,04/04/2018 16:00,17.10000,ug m-3,R
TH2,NO2,04/04/2018 16:15,17.10000,ug m-3,R
TH2,NO2,04/04/2018 16:30,17.10000,ug m-3,R
TH2,NO2,04/04/2018 16:45,17.10000,ug m-3,R
TH2,NO2,04/04/2018 17:00,16.50000,ug m-3,R
TH2,NO2,04/04/2018 17:15,16.50000,ug m-3,R
TH2,NO2,04/04/2018 17:30,16.50000,ug m-3,R
TH2,NO2,04/04/2018 17:45,16.50000,ug m-3,R
TH2,NO2,04/04/2018 18:00,23.60000,ug m-3,R
TH2,NO2,04/04/2018 18:15,23.60000,ug m-3,R
TH2,NO2,04/04/2018 18:30,23.60000,ug m-3,R
TH2,NO2,04/04/2018 18:45,23.60000,ug m-3,R
TH2,NO2,04/04/2018 19:00,22.80000,ug m-3,R
TH2,NO2,04/04/2018 19:15,22.80000,ug m-3,R
TH2,NO2,04/04/2018 19:30,22.80000,ug m-3,R
TH2,NO2,04/04/2018 19:45,22.80000,ug m-3,R
TH2,NO2,04/04/2018 20:00,23.20000,ug m-3,R
TH2,NO2,04/04/2018 20:15,23.20000,ug m-3,R
TH2,NO2,04/04/2018 20:30,23.20000,ug m-3,R
TH2,NO2,04/04/2018 20:45,23.20000,ug m-3,R
TH2,NO2,04/04/2018 21:00,21.70000,ug m-3,R
TH2,NO2,04/04/2018 21:15,21.70000,ug m-3,R
TH2,NO2,04/04/2018 21:30,21.70000,ug m-3,R
TH2,NO2,04/04/2018 21:45,21.70000,ug m-3,R
TH2,NO2,04/04/2018 22:00,30.90000,ug m-3,R
TH2,NO2,04/04/2018 22:15,30.90000,ug m-3,R
TH2,NO2,04/04/2018 22:30,30.90000,ug m-3,R
TH2,NO2,04/04/2018 22:45,30.90000,ug m-3,R
TH2,NO2,04/04/2018 23:00,27.90000,ug m-3,R
TH2,NO2,04/04/2018 23:15,27.90000,ug m-3,R
TH2,NO2,04/04/2018 23:30,27.90000,ug m-3,R
TH2,NO2,04/04/2018 23:45,27.90000,ug m-3,R
TH2,NO2,05/04/2018 00:00,27.00000,ug m-3,R
TH2,NO2,05/04/2018 00:15,27.00000,ug m-3,R
TH2,NO2,05/04/2018 00:30,27.00000,ug m-3,R
TH2,NO2,05/04/2018 00:45,27.00000,ug m-3,R
TH2,NO2,05/04/2018 01:00,19.10000,ug m-3,R
TH2,NO2,05/04/2018 01:15,19.10000,ug m-3,R
TH2,NO2,05/04/2018 01:30,19.10000,ug m-3,R
TH2,NO2,05/04/2018 01:45,19.10000,ug m-3,R
TH2,NO2,05/04/2018 02:00,17.10000,ug m-3,R
TH2,NO2,05/04/2018 02:15,17.10000,ug m-3,R
TH2,NO2,05/04/2018 02:30,17.10000,ug m-3,R
TH2,NO2,05/04/2018 02:45,17.10000,ug m-3,R
TH2,NO2,05/04/2018 03:00,18.20000,ug m-3,R
TH2,NO2,05/04/2018 03:15,18.20000,ug m-3,R
TH2,NO2,05/04/2018 03:30,18.20000,ug m-3,R
TH2,NO2,05/04/2018 03:45,18.20000,ug m-3,R
TH2,NO2,05/04/2018 04:00,23.10000,ug m-3,R
TH2,NO2,05/04/2018 04:15,23.10000,ug m-3,R
TH2,NO2,05/04/2018 04:30,23.10000,ug m-3,R
TH2,NO2,05/04/2018 04:45,23.10000,ug m-3,R
TH2,NO2,05/04/2018 05:00,32.90000,ug m-3,R
TH2,NO2,05/04/2018 05:15,32.90000,ug m-3,R
TH2,NO2,05/04/2018 05:30,32.90000,ug m-3,R
TH2,NO2,05/04/2018 05:45,32.90000,ug m-3,R
TH2,NO2,05/04/2018 06:00,37.30000,ug m-3,R
TH2,NO2,05/04/2018 06:15,37.30000,ug m-3,R
TH2,NO2,05/04/2018 06:30,37.30000,ug m-3,R
TH2,NO2,05/04/2018 06:45,37.30000,ug m-3,R
TH2,NO2,05/04/2018 07:00,41.70000,ug m-3,R
TH2,NO2,05/04/2018 07:15,41.70000,ug m-3,R
TH2,NO2,05/04/2018 07:30,41.70000,ug m-3,R
TH2,NO2,05/04/2018 07:45,41.70000,ug m-3,R
TH2,NO2,05/04/2018 08:00,44.00000,ug m-3,R
TH2,NO2,05/04/2018 08:15,44.00000,ug m-3,R
TH2,NO2,05/04/2018 08:30,44.00000,ug m-3,R
TH2,NO2,05/04/2018 08:45,44.00000,ug m-3,R
TH2,NO2,05/04/2018 09:00,36.30000,ug m-3,R
TH2,NO2,05/04/2018 09:15,36.30000,ug m-3,R
TH2,NO2,05/04/2018 09:30,36.30000,ug m-3,R
TH2,NO2,05/04/2018 09:45,36.30000,ug m-3,R
TH2,NO2,05/04/2018 10:00,33.50000,ug m-3,R
TH2,NO2,05/04/2018 10:15,33.50000,ug m-3,R
TH2,NO2,05/04/2018 10:30,33.50000,ug m-3,R
TH2,NO2,05/04/2018 10:45,33.50000,ug m-3,R
TH2,NO2,05/04/2018 11:00,34.60000,ug m-3,R
TH2,NO2,05/04/2018 11:15,34.60000,ug m-3,R
TH2,NO2,05/04/2018 11:30,34.60000,ug m-3,R
TH2,NO2,05/04/2018 11:45,34.60000,ug m-3,R
TH2,NO2,05/04/2018 12:00,37.40000,ug m-3,R
TH2,NO2,05/04/2018 12:15,37.40000,ug m-3,R
TH2,NO2,05/04/2018 12:30,37.40000,ug m-3,R
TH2,NO2,05/04/2018 12:45,37.40000,ug m-3,R
TH2,NO2,05/04/2018 13:00,34.00000,ug m-3,R
TH2,NO2,05/04/2018 13:15,34.00000,ug m-3,R
TH2,NO2,05/04/2018 13:30,34.00000,ug m-3,R
TH2,NO2,05/04/2018 13:45,34.00000,ug m-3,R
TH2,NO2,05/04/2018 14:00,32.20000,ug m-3,R
TH2,NO2,05/04/2018 14:15,32.20000,ug m-3,R
TH2,NO2,05/04/2018 14:30,32.20000,ug m-3,R
TH2,NO2,05/04/2018 14:45,32.20000,ug m-3,R
TH2,NO2,05/04/2018 15:00,28.90000,ug m-3,R
TH2,NO2,05/04/2018 15:15,28.90000,ug m-3,R
TH2,NO2,05/04/2018 15:30,28.90000,ug m-3,R
TH2,NO2,05/04/2018 15:45,28.90000,ug m-3,R
TH2,NO2,05/04/2018 16:00,24.50000,ug m-3,R
TH2,NO2,05/04/2018 16:15,24.50000,ug m-3,R
TH2,NO2,05/04/2018 16:30,24.50000,ug m-3,R
TH2,NO2,05/04/2018 16:45,24.50000,ug m-3,R
TH2,NO2,05/04/2018 17:00,35.60000,ug m-3,R
TH2,NO2,05/04/2018 17:15,35.60000,ug m-3,R
TH2,NO2,05/04/2018 17:30,35.60000,ug m-3,R
TH2,NO2,05/04/2018 17:45,35.60000,ug m-3,R
TH2,NO2,05/04/2018 18:00,27.80000,ug m-3,R
TH2,NO2,05/04/2018 18:15,27.80000,ug m-3,R
TH2,NO2,05/04/2018 18:30,27.80000,ug m-3,R
TH2,NO2,05/04/2018 18:45,27.80000,ug m-3,R
TH2,NO2,05/04/2018 19:00,29.10000,ug m-3,R
TH2,NO2,05/04/2018 19:15,29.10000,ug m-3,R
TH2,NO2,05/04/2018 19:30,29.10000,ug m-3,R
TH2,NO2,05/04/2018 19:45,29.10000,ug m-3,R
TH2,NO2,05/04/2018 20:00,23.90000,ug m-3,R
TH2,NO2,05/04/2018 20:15,23.90000,ug m-3,R
TH2,NO2,05/04/2018 20:30,23.90000,ug m-3,R
TH2,NO2,05/04/2018 20:45,23.90000,ug m-3,R
TH2,NO2,05/04/2018 21:00,24.70000,ug m-3,R
TH2,NO2,05/04/2018 21:15,24.70000,ug m-3,R
TH2,NO2,05/04/2018 21:30,24.70000,ug m-3,R
TH2,NO2,05/04/2018 21:45,24.70000,ug m-3,R
TH2,NO2,05/04/2018 22:00,21.90000,ug m-3,R
TH2,NO2,05/04/2018 22:15,21.90000,ug m-3,R
TH2,NO2,05/04/2018 22:30,21.90000,ug m-3,R
TH2,NO2,05/04/2018 22:45,21.90000,ug m-3,R
TH2,NO2,05/04/2018 23:00,21.60000,ug m-3,R
TH2,NO2,05/04/2018 23:15,21.60000,ug m-3,R
TH2,NO2,05/04/2018 23:30,21.60000,ug m-3,R
TH2,NO2,05/04/2018 23:45,21.60000,ug m-3,R
TH2,NO2,06/04/2018 00:00,17.50000,ug m-3,R
TH2,NO2,06/04/2018 00:15,17.50000,ug m-3,R
TH2,NO2,06/04/2018 00:30,17.50000,ug m-3,R
TH2,NO2,06/04/2018 00:45,17.50000,ug m-3,R
TH2,NO2,06/04/2018 01:00,17.10000,ug m-3,R
TH2,NO2,06/04/2018 01:15,17.10000,ug m-3,R
TH2,NO2,06/04/2018 01:30,17.10000,ug m-3,R
TH2,NO2,06/04/2018 01:45,17.10000,ug m-3,R
TH2,NO2,06/04/2018 02:00,14.30000,ug m-3,R
TH2,NO2,06/04/2018 02:15,14.30000,ug m-3,R
TH2,NO2,06/04/2018 02:30,14.30000,ug m-3,R
TH2,NO2,06/04/2018 02:45,14.30000,ug m-3,R
TH2,NO2,06/04/2018 03:00,13.20000,ug m-3,R
TH2,NO2,06/04/2018 03:15,13.20000,ug m-3,R
TH2,NO2,06/04/2018 03:30,13.20000,ug m-3,R
TH2,NO2,06/04/2018 03:45,13.20000,ug m-3,R
TH2,NO2,06/04/2018 04:00,16.30000,ug m-3,R
TH2,NO2,06/04/2018 04:15,16.30000,ug m-3,R
TH2,NO2,06/04/2018 04:30,16.30000,ug m-3,R
TH2,NO2,06/04/2018 04:45,16.30000,ug m-3,R
TH2,NO2,06/04/2018 05:00,26.40000,ug m-3,R
TH2,NO2,06/04/2018 05:15,26.40000,ug m-3,R
TH2,NO2,06/04/2018 05:30,26.40000,ug m-3,R
TH2,NO2,06/04/2018 05:45,26.40000,ug m-3,R
TH2,NO2,06/04/2018 06:00,33.60000,ug m-3,R
TH2,NO2,06/04/2018 06:15,33.60000,ug m-3,R
TH2,NO2,06/04/2018 06:30,33.60000,ug m-3,R
TH2,NO2,06/04/2018 06:45,33.60000,ug m-3,R
TH2,NO2,06/04/2018 07:00,27.30000,ug m-3,R
TH2,NO2,06/04/2018 07:15,27.30000,ug m-3,R
TH2,NO2,06/04/2018 07:30,27.30000,ug m-3,R
TH2,NO2,06/04/2018 07:45,27.30000,ug m-3,R
TH2,NO2,06/04/2018 08:00,23.50000,ug m-3,R
TH2,NO2,06/04/2018 08:15,23.50000,ug m-3,R
TH2,NO2,06/04/2018 08:30,23.50000,ug m-3,R
TH2,NO2,06/04/2018 08:45,23.50000,ug m-3,R
TH2,NO2,06/04/2018 09:00,23.10000,ug m-3,R
TH2,NO2,06/04/2018 09:15,23.10000,ug m-3,R
TH2,NO2,06/04/2018 09:30,23.10000,ug m-3,R
TH2,NO2,06/04/2018 09:45,23.10000,ug m-3,R
TH2,NO2,06/04/2018 10:00,30.80000,ug m-3,R
TH2,NO2,06/04/2018 10:15,30.80000,ug m-3,R
TH2,NO2,06/04/2018 10:30,30.80000,ug m-3,R
TH2,NO2,06/04/2018 10:45,30.80000,ug m-3,R
TH2,NO2,06/04/2018 11:00,27.50000,ug m-3,R
TH2,NO2,06/04/2018 11:15,27.50000,ug m-3,R
TH2,NO2,06/04/2018 11:30,27.50000,ug m-3,R
TH2,NO2,06/04/2018 11:45,27.50000,ug m-3,R
TH2,NO2,06/04/2018 12:00,23.50000,ug m-3,R
TH2,NO2,06/04/2018 12:15,23.50000,ug m-3,R
TH2,NO2,06/04/2018 12:30,23.50000,ug m-3,R
TH2,NO2,06/04/2018 12:45,23.50000,ug m-3,R
